cubeta_id,cuenca,dist_divide_m,slope_s50,slope_s100,slope_s200,slope_s500,slope_s1000,slope_s2000,tpi_R500,tpi_R1000,tpi_R2000,tpi_R5000,vd_ord4,vd_ord6
CMR_1782,CMR,34038.07688638969,0.1004741266369819,0.1033576056361198,0.1587918251752853,0.1670384556055069,0.091273121535778,0.0533060990273952,-1.52013099193573,-2.041517734527588,-3.6094155311584473,-5.9928741455078125,11.19115161895752,16.941455841064453
CMR_1783,CMR,34132.10331633021,0.2779841423034668,0.1193124204874038,0.1200136393308639,0.1525436639785766,0.0877521038055419,0.052039660513401,-1.2931139469146729,-1.8786805868148804,-3.505621194839477,-5.920372486114502,11.488066673278809,16.92270278930664
CMR_1784,CMR,34226.1685184303,0.4518119096755981,0.2360340505838394,0.1368902176618576,0.1586206257343292,0.0920127406716346,0.0527840517461299,-0.8840460777282715,-1.3788697719573977,-3.003997802734375,-5.452086448669434,11.076451301574709,16.443540573120117
CMR_1788,CMR,34899.476887867495,0.1491976082324981,0.0961349159479141,0.1477564424276352,0.1600986719131469,0.1040661185979843,0.0596089102327823,-1.74347186088562,-2.1390693187713623,-3.821024894714356,-6.378814220428467,11.659557342529297,17.25113868713379
CMR_1789,CMR,3598.257541767532,0.0651601254940033,0.0469104424118995,0.0312440898269414,0.0349471122026443,0.0487163439393043,0.0402475260198116,-0.1473368406295776,0.6296125650405884,1.595330834388733,,0.706993818283081,0.3054437041282654
CMR_1790,CMR,3782.6184877966,0.1430961638689041,0.13065205514431,0.033206321299076,0.0507665239274501,0.0545023307204246,0.0410658754408359,0.1017944812774658,0.947811722755432,1.862917423248291,,1.0387836694717407,0.6880978345870972
CMR_1791,CMR,4489.340334223563,0.1062071770429611,0.1562579274177551,0.1517338454723358,0.0932384952902793,0.0668798834085464,0.0410806387662887,-0.5404568314552307,0.0541938804090023,0.7382520437240601,,1.1587257385253906,1.308653712272644
CMR_1792,CMR,4888.689493229123,0.0615848489105701,0.0455130822956562,0.0359232537448406,0.0941889137029647,0.0713132470846176,0.0402339957654476,-0.080285407602787,0.329129546880722,0.7923774123191833,,0.6814032793045044,1.0008947849273682
CMR_1793,CMR,4521.326824947736,0.0498157739639282,0.0990604981780052,0.1225126907229423,0.1291586458683014,0.0777832195162773,0.0426668711006641,-0.4961367547512054,-0.1071239784359932,0.3225709795951843,1.1209982633590698,1.2296210527420044,1.6339504718780518
CMR_1794,CMR,5320.605413873162,0.1253861337900161,0.1011813506484031,0.0391612574458122,0.0718469396233558,0.064323641359806,0.0375908873975276,-0.5156975984573364,-0.1280731707811355,0.2334546446800232,,1.089737057685852,1.4489789009094238
CMR_1797,CMR,6098.929663700132,0.1290618479251861,0.1306049078702926,0.1161171793937683,0.071622684597969,0.0477524548768997,0.0325753428041935,0.0306855831295251,0.3819895684719085,0.5929121971130371,,0.8061591386795044,1.158283233642578
CMR_1798,CMR,6187.226994486734,0.0476777404546737,0.0907478183507919,0.083432100713253,0.0603228136897087,0.0437034368515014,0.0315958112478256,0.2283849567174911,0.6023564338684082,0.8471145033836365,,0.5246584415435791,0.8629777431488037
CMR_1799,CMR,6528.453119540951,0.1383002251386642,0.1313707679510116,0.0986137688159942,0.0626300126314163,0.0400755405426025,0.0302743948996067,-0.065911665558815,0.2271462082862854,0.4429585039615631,,0.8137288093566895,1.3763378858566284
CMR_1800,CMR,6171.222710565601,0.0662864595651626,0.1161420866847038,0.140444740653038,0.101942628622055,0.0519111864268779,0.0335457511246204,-0.4793908894062042,-0.4676994383335113,-0.4431265890598297,0.2719402909278869,1.5989527702331543,2.4229283332824707
